myday,rating_group_name,rg_id,IMSI,apn,ccr_charge_traffic_mb,daily_capping_mb,capping_status
2026/07/31,RG 1003 - FB_AutoFlex,1003,602030927617668,ETISALAT,,50,within capping
2026/07/31,RG 1060 - DNS,1060,602030919833971,ETISALAT,9171.902045249902,,no capping
2026/07/31,RG 1060 - DNS,1060,602030121769489,ETISALAT,8413.998596191406,,no capping
2026/07/31,RG 1060 - DNS,1060,602030818620647,ETISALAT,7813.871686935449,,no capping
2026/07/31,RG 1060 - DNS,1060,602030103443473,ETISALAT,7343.646889686621,,no capping
2026/07/31,RG 1060 - DNS,1060,602030917533539,ETISALAT,7179.486728668262,,no capping
2026/07/31,RG 1060 - DNS,1060,602030833105606,ETISALAT,7134.483127594043,,no capping
2026/07/31,RG 1060 - DNS,1060,602030839144230,ETISALAT,6698.010468483008,,no capping
2026/07/31,RG 1060 - DNS,1060,602030912582467,ETISALAT,6458.773543357813,,no capping
2026/07/31,RG 1060 - DNS,1060,602030817726647,ETISALAT,5986.202917099023,,no capping
2026/07/31,RG 1060 - DNS,1060,602030987613135,ETISALAT,5624.248852729785,,no capping
2026/07/31,RG 1060 - DNS,1060,602030814714872,ETISALAT,5327.036372184766,,no capping
2026/07/31,RG 1060 - DNS,1060,602030911751305,ETISALAT,5069.536451339746,,no capping
2026/07/31,RG 1060 - DNS,1060,602030815362412,ETISALAT,4725.078697204590,,no capping
2026/07/31,RG 1060 - DNS,1060,602030827136736,ETISALAT,4448.226181030273,,no capping
2026/07/31,RG 1060 - DNS,1060,602030999437744,ETISALAT,4332.850897788965,,no capping
2026/07/31,RG 1060 - DNS,1060,602030828840925,ETISALAT,4157.676318168652,,no capping
2026/07/31,RG 1060 - DNS,1060,602030125628002,ETISALAT,4119.199790000879,,no capping
2026/07/31,RG 1060 - DNS,1060,602030916937851,ETISALAT,3842.813558578516,,no capping
2026/07/31,RG 1060 - DNS,1060,602030830541006,ETISALAT,3621.436297416699,,no capping
2026/07/31,RG 1060 - DNS,1060,602030821239723,ETISALAT,3514.089846611035,,no capping
2026/07/31,RG 1080 - VPN,1080,602030915625561,INTERNET.ETISALAT,45999.491039276172,,no capping
2026/07/31,RG 1080 - VPN,1080,602030117998465,ETISALAT,43094.402930259668,,no capping
2026/07/31,RG 1080 - VPN,1080,602030979289812,INTERNET.ETISALAT,20713.853509902930,,no capping
2026/07/31,RG 1080 - VPN,1080,602030958990967,INTERNET.ETISALAT,20680.674952507031,,no capping
2026/07/31,RG 1080 - VPN,1080,602030913970544,INTERNET.ETISALAT,13731.283086776758,,no capping
2026/07/31,RG 1080 - VPN,1080,602030914001915,INTERNET.ETISALAT,13339.067400932324,,no capping
2026/07/31,RG 1080 - VPN,1080,602030815891418,INTERNET.ETISALAT,13129.428209304785,,no capping
2026/07/31,RG 1080 - VPN,1080,602030928674361,INTERNET.ETISALAT,12182.123146057129,,no capping
2026/07/31,RG 1080 - VPN,1080,602030815839932,INTERNET.ETISALAT,11510.816761016895,,no capping
2026/07/31,RG 1080 - VPN,1080,602030810898178,INTERNET.ETISALAT,10706.264370918262,,no capping
2026/07/31,RG 1080 - VPN,1080,602030819316845,INTERNET.ETISALAT,10551.386072158789,,no capping
2026/07/31,RG 1080 - VPN,1080,602030938985113,INTERNET.ETISALAT,10413.414268493652,,no capping
2026/07/31,RG 1080 - VPN,1080,602030958989138,INTERNET.ETISALAT,9309.193866729785,,no capping
2026/07/31,RG 1080 - VPN,1080,602030938511487,INTERNET.ETISALAT,9307.468827247656,,no capping
2026/07/31,RG 1080 - VPN,1080,602030123920843,INTERNET.ETISALAT,8908.169121742285,,no capping
2026/07/31,RG 1080 - VPN,1080,602030964901174,ETISALAT,8719.814141273535,,no capping
2026/07/31,RG 1080 - VPN,1080,602030838770442,ETISALAT,8527.726609230078,,no capping
2026/07/31,RG 1080 - VPN,1080,602030134164440,INTERNET.ETISALAT,8511.120734214746,,no capping
2026/07/31,RG 1080 - VPN,1080,602030138549242,INTERNET.ETISALAT,8474.533059120215,,no capping
2026/07/31,RG 1080 - VPN,1080,602030910659355,INTERNET.ETISALAT,8446.860769271875,,no capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030839597390,STATICPUBLIC3,804.896861076367,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030821039864,INTERNET.ETISALAT,503.501296997070,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030839958995,INTERNET.ETISALAT,503.501083374023,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030810898178,INTERNET.ETISALAT,503.500730514551,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030831045574,INTERNET.ETISALAT,503.500435829199,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030918255442,INTERNET.ETISALAT,503.500421524023,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030839715313,INTERNET.ETISALAT,500.180788993848,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030817545107,ETISALAT,500.097502708398,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030099429061,ETISALAT,500.097496032715,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030818606565,ETISALAT,500.097489357031,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030125233531,ETISALAT,500.097479820215,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030912096039,ETISALAT,500.097456932031,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030830908745,ETISALAT,500.097455024707,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030131280588,ETISALAT,500.097380638086,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030914289462,ETISALAT,500.097304344141,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030837586304,ETISALAT,500.097298622168,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030830730695,ETISALAT,500.097229957617,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030919179464,ETISALAT,500.097228050195,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030818267484,ETISALAT,500.097197532617,500,exceeded capping
2026/07/31,RG 1192 - NTRA & Governmental,1192,602030916773730,ETISALAT,500.097191810645,500,exceeded capping
2026/07/31,RG 1193 - My Etisalat & Notifications,1193,602030818189722,INTERNET.ETISALAT,3975.468921661426,250,exceeded capping
2026/07/31,RG 1193 - My Etisalat & Notifications,1193,602030129384231,INTERNET.ETISALAT,253.500374794043,250,exceeded capping
2026/07/31,RG 1193 - My Etisalat & Notifications,1193,602030134845319,INTERNET.ETISALAT,253.500176429785,250,exceeded capping
2026/07/31,RG 1193 - My Etisalat & Notifications,1193,602030831045574,INTERNET.ETISALAT,253.500035285938,250,exceeded capping
2026/07/31,RG 1193 - My Etisalat & Notifications,1193,602030915020062,INTERNET.ETISALAT,253.499766349805,250,exceeded capping
2026/07/31,RG 1193 - My Etisalat & Notifications,1193,602030821039864,INTERNET.ETISALAT,253.425530433691,250,exceeded capping
2026/07/31,RG 1193 - My Etisalat & Notifications,1193,602030817899413,INTERNET.ETISALAT,250.019494056738,250,exceeded capping
2026/07/31,RG 1193 - My Etisalat & Notifications,1193,602030810193731,ETISALAT,250.000976562500,250,exceeded capping
