myday,rating_group_name,rg_id,IMSI,apn,ccr_charge_traffic_mb,daily_capping_mb,capping_status
2026/07/28,RG 1003 - FB_AutoFlex,1003,602030927617668,ETISALAT,,50,within capping
2026/07/28,RG 1060 - DNS,1060,602030830541006,ETISALAT,18821.086519241309,,no capping
2026/07/28,RG 1060 - DNS,1060,602030138933076,ETISALAT,10078.436806678809,,no capping
2026/07/28,RG 1060 - DNS,1060,602030818620647,ETISALAT,9654.656414985645,,no capping
2026/07/28,RG 1060 - DNS,1060,602030938267961,ETISALAT,9019.535949707031,,no capping
2026/07/28,RG 1060 - DNS,1060,602030103443473,ETISALAT,8602.413819313086,,no capping
2026/07/28,RG 1060 - DNS,1060,602030917533539,ETISALAT,7642.455028533984,,no capping
2026/07/28,RG 1060 - DNS,1060,602030115138772,ETISALAT,7474.754663467383,,no capping
2026/07/28,RG 1060 - DNS,1060,602030814992125,ETISALAT,6899.874644279492,,no capping
2026/07/28,RG 1060 - DNS,1060,602030913492870,ETISALAT,6733.081905365039,,no capping
2026/07/28,RG 1060 - DNS,1060,602030127627545,ETISALAT,6561.886736869824,,no capping
2026/07/28,RG 1060 - DNS,1060,602030985367605,ETISALAT,6459.972712516797,,no capping
2026/07/28,RG 1060 - DNS,1060,602030911751305,ETISALAT,5619.751693725586,,no capping
2026/07/28,RG 1060 - DNS,1060,602030914888142,ETISALAT,5557.517058372461,,no capping
2026/07/28,RG 1060 - DNS,1060,602030919833971,ETISALAT,5500.332920074512,,no capping
2026/07/28,RG 1060 - DNS,1060,602030827136736,ETISALAT,4946.916665077246,,no capping
2026/07/28,RG 1060 - DNS,1060,602030126104974,ETISALAT,4859.448600769043,,no capping
2026/07/28,RG 1060 - DNS,1060,602030819760538,ETISALAT,4563.843779563867,,no capping
2026/07/28,RG 1060 - DNS,1060,602030136853694,ETISALAT,4287.904785156250,,no capping
2026/07/28,RG 1060 - DNS,1060,602030136847678,ETISALAT,4116.855145454395,,no capping
2026/07/28,RG 1060 - DNS,1060,602030999437744,ETISALAT,4005.951731681836,,no capping
2026/07/28,RG 1080 - VPN,1080,602030958989138,INTERNET.ETISALAT,113118.221722602832,,no capping
2026/07/28,RG 1080 - VPN,1080,602030915952276,INTERNET.ETISALAT,50427.866075515723,,no capping
2026/07/28,RG 1080 - VPN,1080,602030949415835,INTERNET.ETISALAT,32856.045787811328,,no capping
2026/07/28,RG 1080 - VPN,1080,602030834410330,INTERNET.ETISALAT,20968.370864868164,,no capping
2026/07/28,RG 1080 - VPN,1080,602030810707105,INTERNET.ETISALAT,19912.314323425293,,no capping
2026/07/28,RG 1080 - VPN,1080,602030815635492,INTERNET.ETISALAT,15849.417445182813,,no capping
2026/07/28,RG 1080 - VPN,1080,602030915443903,INTERNET.ETISALAT,14447.621478080762,,no capping
2026/07/28,RG 1080 - VPN,1080,602030834410329,INTERNET.ETISALAT,13539.431342124902,,no capping
2026/07/28,RG 1080 - VPN,1080,602030910054236,ETISALAT,13490.476936340332,,no capping
2026/07/28,RG 1080 - VPN,1080,602030913970544,INTERNET.ETISALAT,12917.028380393945,,no capping
2026/07/28,RG 1080 - VPN,1080,602030131132185,ETISALAT,12680.121536254883,,no capping
2026/07/28,RG 1080 - VPN,1080,602030850680414,INTERNET.ETISALAT,11775.665552139258,,no capping
2026/07/28,RG 1080 - VPN,1080,602030129921891,INTERNET.ETISALAT,11589.956877708398,,no capping
2026/07/28,RG 1080 - VPN,1080,602030129394407,INTERNET.ETISALAT,10350.075928688086,,no capping
2026/07/28,RG 1080 - VPN,1080,602030938985113,INTERNET.ETISALAT,10123.317514419531,,no capping
2026/07/28,RG 1080 - VPN,1080,602030949412995,INTERNET.ETISALAT,9786.285430908203,,no capping
2026/07/28,RG 1080 - VPN,1080,602030914001915,INTERNET.ETISALAT,9339.772909164453,,no capping
2026/07/28,RG 1080 - VPN,1080,602030815847980,INTERNET.ETISALAT,8939.768519401563,,no capping
2026/07/28,RG 1080 - VPN,1080,602030138579329,INTERNET.ETISALAT,8921.101870536816,,no capping
2026/07/28,RG 1080 - VPN,1080,602030919294544,INTERNET.ETISALAT,8867.672259330762,,no capping
2026/07/28,RG 1165 - shuffle music,1165,602030958977195,ETISALAT,0.000520706152,,no capping
2026/07/28,RG 1192 - NTRA & Governmental,1192,602030818189722,INTERNET.ETISALAT,2394.912487983691,500,exceeded capping
