myday,rating_group_name,rg_id,IMSI,apn,ccr_charge_traffic_mb,daily_capping_mb,capping_status
2026/08/05,RG 1060 - DNS,1060,602030824328563,ETISALAT,10029.785302162207,,no capping
2026/08/05,RG 1060 - DNS,1060,602030810414659,ETISALAT,6606.192357063281,,no capping
2026/08/05,RG 1060 - DNS,1060,602030810235449,ETISALAT,6396.117603302051,,no capping
2026/08/05,RG 1060 - DNS,1060,602030127627545,ETISALAT,5859.219981193555,,no capping
2026/08/05,RG 1060 - DNS,1060,602030835947492,ETISALAT,5475.669962883008,,no capping
2026/08/05,RG 1060 - DNS,1060,602030834975117,ETISALAT,5236.536720275879,,no capping
2026/08/05,RG 1060 - DNS,1060,602030819062071,ETISALAT,5207.141548156738,,no capping
2026/08/05,RG 1060 - DNS,1060,602030816496832,ETISALAT,4789.159487724316,,no capping
2026/08/05,RG 1060 - DNS,1060,602030839144230,ETISALAT,4537.486782074023,,no capping
2026/08/05,RG 1060 - DNS,1060,602030834896773,ETISALAT,4081.425188064551,,no capping
2026/08/05,RG 1060 - DNS,1060,602030127516514,ETISALAT,3852.995446205176,,no capping
2026/08/05,RG 1060 - DNS,1060,602030814992125,ETISALAT,3724.972992897070,,no capping
2026/08/05,RG 1060 - DNS,1060,602030833105606,ETISALAT,3644.906186103809,,no capping
2026/08/05,RG 1060 - DNS,1060,602030814714872,ETISALAT,3513.380977630664,,no capping
2026/08/05,RG 1060 - DNS,1060,602030987290916,ETISALAT,3397.141273498535,,no capping
2026/08/05,RG 1060 - DNS,1060,602030998893326,ETISALAT,3356.200346946680,,no capping
2026/08/05,RG 1060 - DNS,1060,602030117601477,ETISALAT,3263.879942893945,,no capping
2026/08/05,RG 1060 - DNS,1060,602030850513776,ETISALAT,3171.821238517773,,no capping
2026/08/05,RG 1060 - DNS,1060,602030916532199,ETISALAT,3133.272832870508,,no capping
2026/08/05,RG 1060 - DNS,1060,602030115138772,ETISALAT,3038.343722343457,,no capping
2026/08/05,RG 1080 - VPN,1080,602030816699804,INTERNET.ETISALAT,24607.375622749316,,no capping
2026/08/05,RG 1080 - VPN,1080,602030810654839,INTERNET.ETISALAT,24207.815194129980,,no capping
2026/08/05,RG 1080 - VPN,1080,602030916901603,INTERNET.ETISALAT,20268.389470100391,,no capping
2026/08/05,RG 1080 - VPN,1080,602030132787322,FWA.ETISALAT,17711.027967453027,,no capping
2026/08/05,RG 1080 - VPN,1080,602030911052965,ETISALAT,15208.517383575488,,no capping
2026/08/05,RG 1080 - VPN,1080,602030815859280,INTERNET.ETISALAT,15162.343087196387,,no capping
2026/08/05,RG 1080 - VPN,1080,602030949412898,INTERNET.ETISALAT,14955.253030776953,,no capping
2026/08/05,RG 1080 - VPN,1080,602030822308020,INTERNET.ETISALAT,14630.954931259180,,no capping
2026/08/05,RG 1080 - VPN,1080,602030815917083,INTERNET.ETISALAT,14414.791194915820,,no capping
2026/08/05,RG 1080 - VPN,1080,602030812825032,INTERNET.ETISALAT,14400.104706764258,,no capping
2026/08/05,RG 1080 - VPN,1080,602030915443903,INTERNET.ETISALAT,14283.621628761328,,no capping
2026/08/05,RG 1080 - VPN,1080,602030131132346,INTERNET.ETISALAT,12672.470454216016,,no capping
2026/08/05,RG 1080 - VPN,1080,602030814035575,INTERNET.ETISALAT,12069.710680007910,,no capping
2026/08/05,RG 1080 - VPN,1080,602030915951033,INTERNET.ETISALAT,11899.213486671484,,no capping
2026/08/05,RG 1080 - VPN,1080,602030915952276,INTERNET.ETISALAT,10086.963837623633,,no capping
2026/08/05,RG 1080 - VPN,1080,602030965029675,ETISALAT,10030.941049575781,,no capping
2026/08/05,RG 1080 - VPN,1080,602030913970544,INTERNET.ETISALAT,10005.864486694336,,no capping
