path,gw,apn,pool_name,vpn_instance,section,start_ip,end_ip
TeleMisr,YDG29,etisalat,ydg29_etisalat_ipv6,Gi_MI_IPv6,28,2C0F:FC89:8231::,2C0F:FC89:8231:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG30,etisalat,ydg30_etisalat,Gi_MI_IPv4,28,10.154.128.0,10.154.255.255
TeleMisr,YDG30,etisalat,ydg30_etisalat_ipv6,Gi_MI_IPv6,28,2C0F:FC89:81E5::,2C0F:FC89:81E5:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat,Gi_MI_IPv4,29,10.119.0.0,10.119.127.255
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat_ipv6,Gi_MI_IPv6,29,2C0F:FC89:4A6::,2C0F:FC89:4A6:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat,new_rp_etisalat_ipv6,Gi_MI_IPv6,29,2C0F:FC89:5BD::,2C0F:FC89:5BD:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat.roaming,new_rp_etisalat_ipv6,Gi_MI_IPv6,29,2C0F:FC89:5BD::,2C0F:FC89:5BD:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat,pdg25_etisalat,Gi_MI_IPv4,29,10.244.0.0,10.244.127.255
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat,Gi_MI_IPv4,29,10.244.0.0,10.244.127.255
Ramsis,PDG25,etisalat,pdg25_etisalat_ipv6,Gi_MI_IPv6,29,2C0F:FC89:19C:8000::,2C0F:FC89:19C:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat_ipv6,Gi_MI_IPv6,29,2C0F:FC89:19C:8000::,2C0F:FC89:19C:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,r1dg18_etisalat,Gi_MI_IPv4,29,100.122.128.0,100.122.191.255
TeleMisr,R1DG18,etisalat,r1dg18_etisalat_1,Gi_MI_IPv4,29,10.156.192.0,10.156.255.255
TeleMisr,R1DG18,etisalat,r1dg18_etisalat_ipv6,Gi_MI_IPv6,29,2C0F:FC89:80A6::,2C0F:FC89:80A6:7FFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,r1dg28_etisalat_ipv6,Gi_MI_IPv6,29,2C0F:FC89:489::,2C0F:FC89:489:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,tm_etisalat_ipv6,Gi_MI_IPv6,29,2C0F:FC89:3E5::,2C0F:FC89:3E5:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG29,etisalat,ydg29_etisalat_ipv6,Gi_MI_IPv6,29,2C0F:FC89:8232::,2C0F:FC89:8232:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG30,etisalat,ydg30_etisalat,Gi_MI_IPv4,29,10.131.0.0,10.131.127.255
TeleMisr,YDG30,etisalat,ydg30_etisalat_ipv6,Gi_MI_IPv6,29,2C0F:FC89:81E6::,2C0F:FC89:81E6:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat,Gi_MI_IPv4,30,10.119.128.0,10.119.255.255
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat_ipv6,Gi_MI_IPv6,30,2C0F:FC89:4A7::,2C0F:FC89:4A7:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat,new_rp_etisalat_ipv6,Gi_MI_IPv6,30,2C0F:FC89:5BE::,2C0F:FC89:5BE:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat.roaming,new_rp_etisalat_ipv6,Gi_MI_IPv6,30,2C0F:FC89:5BE::,2C0F:FC89:5BE:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat,pdg25_etisalat,Gi_MI_IPv4,30,10.244.128.0,10.244.255.255
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat,Gi_MI_IPv4,30,10.244.128.0,10.244.255.255
Ramsis,PDG25,etisalat,pdg25_etisalat_ipv6,Gi_MI_IPv6,30,2C0F:FC89:1AA::,2C0F:FC89:1AA:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat_ipv6,Gi_MI_IPv6,30,2C0F:FC89:1AA::,2C0F:FC89:1AA:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,r1dg18_etisalat,Gi_MI_IPv4,30,100.122.192.0,100.122.255.255
TeleMisr,R1DG18,etisalat,r1dg18_etisalat_1,Gi_MI_IPv4,30,10.10.0.0,10.10.63.254
TeleMisr,R1DG18,etisalat,r1dg18_etisalat_ipv6,Gi_MI_IPv6,30,2C0F:FC89:80A6:8000::,2C0F:FC89:80A6:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,r1dg28_etisalat_ipv6,Gi_MI_IPv6,30,2C0F:FC89:48A::,2C0F:FC89:48A:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,tm_etisalat_ipv6,Gi_MI_IPv6,30,2C0F:FC89:3E6::,2C0F:FC89:3E6:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG29,etisalat,ydg29_etisalat_ipv6,Gi_MI_IPv6,30,2C0F:FC89:8233::,2C0F:FC89:8233:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG30,etisalat,ydg30_etisalat,Gi_MI_IPv4,30,10.131.128.0,10.131.255.255
TeleMisr,YDG30,etisalat,ydg30_etisalat_ipv6,Gi_MI_IPv6,30,2C0F:FC89:81E7::,2C0F:FC89:81E7:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat,Gi_MI_IPv4,31,10.105.128.0,10.105.191.255
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat_ipv6,Gi_MI_IPv6,31,2C0F:FC89:4A8::,2C0F:FC89:4A8:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat,new_rp_etisalat_ipv6,Gi_MI_IPv6,31,2C0F:FC89:5BF::,2C0F:FC89:5BF:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat.roaming,new_rp_etisalat_ipv6,Gi_MI_IPv6,31,2C0F:FC89:5BF::,2C0F:FC89:5BF:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat,pdg25_etisalat,Gi_MI_IPv4,31,10.211.192.0,10.211.255.255
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat,Gi_MI_IPv4,31,10.211.192.0,10.211.255.255
Ramsis,PDG25,etisalat,pdg25_etisalat_ipv6,Gi_MI_IPv6,31,2C0F:FC89:1AB::,2C0F:FC89:1AB:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat_ipv6,Gi_MI_IPv6,31,2C0F:FC89:1AB::,2C0F:FC89:1AB:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,r1dg18_etisalat,Gi_MI_IPv4,31,100.123.0.0,100.123.63.255
TeleMisr,R1DG18,etisalat,r1dg18_etisalat_1,Gi_MI_IPv4,31,10.10.64.0,10.10.127.254
TeleMisr,R1DG18,etisalat,r1dg18_etisalat_ipv6,Gi_MI_IPv6,31,2C0F:FC89:80A7::,2C0F:FC89:80A7:7FFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,r1dg28_etisalat_ipv6,Gi_MI_IPv6,31,2C0F:FC89:48B::,2C0F:FC89:48B:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,tm_etisalat_ipv6,Gi_MI_IPv6,31,2C0F:FC89:3E7::,2C0F:FC89:3E7:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG29,etisalat,ydg29_etisalat_ipv6,Gi_MI_IPv6,31,2C0F:FC89:8234::,2C0F:FC89:8234:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG30,etisalat,ydg30_etisalat,Gi_MI_IPv4,31,10.218.0.0,10.218.127.255
TeleMisr,YDG30,etisalat,ydg30_etisalat_ipv6,Gi_MI_IPv6,31,2C0F:FC89:81E8::,2C0F:FC89:81E8:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat,Gi_MI_IPv4,32,10.232.0.0,10.232.63.255
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat_ipv6,Gi_MI_IPv6,32,2C0F:FC89:4A9::,2C0F:FC89:4A9:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat,new_rp_etisalat_ipv6,Gi_MI_IPv6,32,2C0F:FC89:5C0::,2C0F:FC89:5C0:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat.roaming,new_rp_etisalat_ipv6,Gi_MI_IPv6,32,2C0F:FC89:5C0::,2C0F:FC89:5C0:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat,pdg25_etisalat_ipv6,Gi_MI_IPv6,32,2C0F:FC89:1AC::,2C0F:FC89:1AC:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat_ipv6,Gi_MI_IPv6,32,2C0F:FC89:1AC::,2C0F:FC89:1AC:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,r1dg18_etisalat,Gi_MI_IPv4,32,100.123.64.0,100.123.127.255
TeleMisr,R1DG18,etisalat,r1dg18_etisalat_ipv6,Gi_MI_IPv6,32,2C0F:FC89:80A7:8000::,2C0F:FC89:80A7:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,r1dg28_etisalat_ipv6,Gi_MI_IPv6,32,2C0F:FC89:48C::,2C0F:FC89:48C:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,tm_etisalat_ipv6,Gi_MI_IPv6,32,2C0F:FC89:3E8::,2C0F:FC89:3E8:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG29,etisalat,ydg29_etisalat,Gi_MI_IPv4,32,100.115.0.0,100.115.127.255
TeleMisr,YDG29,etisalat,ydg29_etisalat_ipv6,Gi_MI_IPv6,32,2C0F:FC89:8235::,2C0F:FC89:8235:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG30,etisalat,ydg30_etisalat,Gi_MI_IPv4,32,10.218.128.0,10.218.255.255
TeleMisr,YDG30,etisalat,ydg30_etisalat_ipv6,Gi_MI_IPv6,32,2C0F:FC89:81E9::,2C0F:FC89:81E9:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat,Gi_MI_IPv4,33,10.232.128.0,10.232.191.255
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat_ipv6,Gi_MI_IPv6,33,2C0F:FC89:4AA::,2C0F:FC89:4AA:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat,new_rp_etisalat_ipv6,Gi_MI_IPv6,33,2C0F:FC89:5C1::,2C0F:FC89:5C1:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat.roaming,new_rp_etisalat_ipv6,Gi_MI_IPv6,33,2C0F:FC89:5C1::,2C0F:FC89:5C1:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat,pdg25_etisalat,Gi_MI_IPv4,33,10.215.192.0,10.215.255.255
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat,Gi_MI_IPv4,33,10.215.192.0,10.215.255.255
Ramsis,PDG25,etisalat,pdg25_etisalat_ipv6,Gi_MI_IPv6,33,2C0F:FC89:1AD::,2C0F:FC89:1AD:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat_ipv6,Gi_MI_IPv6,33,2C0F:FC89:1AD::,2C0F:FC89:1AD:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,r1dg18_etisalat,Gi_MI_IPv4,33,100.123.128.0,100.123.191.255
TeleMisr,R1DG18,etisalat,r1dg18_etisalat_ipv6,Gi_MI_IPv6,33,2C0F:FC89:80A8::,2C0F:FC89:80A8:7FFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,r1dg28_etisalat_ipv6,Gi_MI_IPv6,33,2C0F:FC89:48D::,2C0F:FC89:48D:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,tm_etisalat_ipv6,Gi_MI_IPv6,33,2C0F:FC89:3E9::,2C0F:FC89:3E9:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG29,etisalat,ydg29_etisalat,Gi_MI_IPv4,33,100.115.128.0,100.115.255.255
TeleMisr,YDG29,etisalat,ydg29_etisalat_ipv6,Gi_MI_IPv6,33,2C0F:FC89:8236::,2C0F:FC89:8236:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG30,etisalat,ydg30_etisalat,Gi_MI_IPv4,33,10.219.0.0,10.219.127.255
TeleMisr,YDG30,etisalat,ydg30_etisalat_ipv6,Gi_MI_IPv6,33,2C0F:FC89:81EA::,2C0F:FC89:81EA:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat,Gi_MI_IPv4,34,10.232.192.0,10.232.255.255
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat_ipv6,Gi_MI_IPv6,34,2C0F:FC89:4AB::,2C0F:FC89:4AB:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat,pdg25_etisalat,Gi_MI_IPv4,34,10.215.64.0,10.215.127.255
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat,Gi_MI_IPv4,34,10.215.64.0,10.215.127.255
Ramsis,PDG25,etisalat,pdg25_etisalat_ipv6,Gi_MI_IPv6,34,2C0F:FC89:1AE::,2C0F:FC89:1AE:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat_ipv6,Gi_MI_IPv6,34,2C0F:FC89:1AE::,2C0F:FC89:1AE:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,r1dg18_etisalat,Gi_MI_IPv4,34,100.123.192.0,100.123.255.255
TeleMisr,R1DG18,etisalat,r1dg18_etisalat_ipv6,Gi_MI_IPv6,34,2C0F:FC89:80A8:8000::,2C0F:FC89:80A8:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,r1dg28_etisalat_ipv6,Gi_MI_IPv6,34,2C0F:FC89:48E::,2C0F:FC89:48E:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,tm_etisalat_ipv6,Gi_MI_IPv6,34,2C0F:FC89:3EA::,2C0F:FC89:3EA:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG29,etisalat,ydg29_etisalat,Gi_MI_IPv4,34,100.125.0.0,100.125.127.255
TeleMisr,YDG29,etisalat,ydg29_etisalat_ipv6,Gi_MI_IPv6,34,2C0F:FC89:8237::,2C0F:FC89:8237:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG30,etisalat,ydg30_etisalat,Gi_MI_IPv4,34,10.219.128.0,10.219.255.255
TeleMisr,YDG30,etisalat,ydg30_etisalat_ipv6,Gi_MI_IPv6,34,2C0F:FC89:81EB::,2C0F:FC89:81EB:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat,Gi_MI_IPv4,35,10.229.0.0,10.229.63.255
Ramsis,PDG25,etisalat,pdg25_etisalat,Gi_MI_IPv4,35,10.215.128.0,10.215.191.255
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat,Gi_MI_IPv4,35,10.215.128.0,10.215.191.255
Ramsis,PDG25,etisalat,pdg25_etisalat_ipv6,Gi_MI_IPv6,35,2C0F:FC89:1AF::,2C0F:FC89:1AF:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat_ipv6,Gi_MI_IPv6,35,2C0F:FC89:1AF::,2C0F:FC89:1AF:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,r1dg18_etisalat,Gi_MI_IPv4,35,172.19.0.0,172.19.127.255
TeleMisr,R1DG18,etisalat,r1dg18_etisalat_ipv6,Gi_MI_IPv6,35,2C0F:FC89:80A9::,2C0F:FC89:80A9:7FFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,r1dg28_etisalat_ipv6,Gi_MI_IPv6,35,2C0F:FC89:48F::,2C0F:FC89:48F:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,tm_etisalat_ipv6,Gi_MI_IPv6,35,2C0F:FC89:3EB::,2C0F:FC89:3EB:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG29,etisalat,ydg29_etisalat,Gi_MI_IPv4,35,100.125.128.0,100.125.255.255
TeleMisr,YDG29,etisalat,ydg29_etisalat_ipv6,Gi_MI_IPv6,35,2C0F:FC89:8238::,2C0F:FC89:8238:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG30,etisalat,ydg30_etisalat,Gi_MI_IPv4,35,10.45.0.0,10.45.127.255
TeleMisr,YDG30,etisalat,ydg30_etisalat_ipv6,Gi_MI_IPv6,35,2C0F:FC89:81EC::,2C0F:FC89:81EC:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat,Gi_MI_IPv4,36,10.229.128.0,10.229.191.255
Ramsis,PDG25,etisalat,pdg25_etisalat,Gi_MI_IPv4,36,10.215.0.0,10.215.63.255
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat,Gi_MI_IPv4,36,10.215.0.0,10.215.63.255
Ramsis,PDG25,etisalat,pdg25_etisalat_ipv6,Gi_MI_IPv6,36,2C0F:FC89:1B0::,2C0F:FC89:1B0:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat_ipv6,Gi_MI_IPv6,36,2C0F:FC89:1B0::,2C0F:FC89:1B0:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,r1dg18_etisalat,Gi_MI_IPv4,36,172.19.128.0,172.19.255.255
TeleMisr,R1DG18,etisalat,r1dg18_etisalat_ipv6,Gi_MI_IPv6,36,2C0F:FC89:80A9:8000::,2C0F:FC89:80A9:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,r1dg28_etisalat_ipv6,Gi_MI_IPv6,36,2C0F:FC89:490::,2C0F:FC89:490:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,tm_etisalat_ipv6,Gi_MI_IPv6,36,2C0F:FC89:3EC::,2C0F:FC89:3EC:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG29,etisalat,ydg29_etisalat,Gi_MI_IPv4,36,100.127.0.0,100.127.127.255
TeleMisr,YDG29,etisalat,ydg29_etisalat_ipv6,Gi_MI_IPv6,36,2C0F:FC89:8239::,2C0F:FC89:8239:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG30,etisalat,ydg30_etisalat,Gi_MI_IPv4,36,10.45.128.0,10.45.255.255
TeleMisr,YDG30,etisalat,ydg30_etisalat_ipv6,Gi_MI_IPv6,36,2C0F:FC89:81ED::,2C0F:FC89:81ED:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat,Gi_MI_IPv4,37,10.229.192.0,10.229.255.255
Ramsis,PDG25,etisalat,pdg25_etisalat,Gi_MI_IPv4,37,100.110.64.0,100.110.127.255
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat,Gi_MI_IPv4,37,100.110.64.0,100.110.127.255
Ramsis,PDG25,etisalat,pdg25_etisalat_ipv6,Gi_MI_IPv6,37,2C0F:FC89:585::,2C0F:FC89:585:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat_ipv6,Gi_MI_IPv6,37,2C0F:FC89:585::,2C0F:FC89:585:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,r1dg18_etisalat,Gi_MI_IPv4,37,172.25.0.0,172.25.127.255
TeleMisr,R1DG18,etisalat,r1dg18_etisalat_ipv6,Gi_MI_IPv6,37,2C0F:FC89:80AA::,2C0F:FC89:80AA:7FFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,r1dg28_etisalat_ipv6,Gi_MI_IPv6,37,2C0F:FC89:491::,2C0F:FC89:491:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,tm_etisalat_ipv6,Gi_MI_IPv6,37,2C0F:FC89:3ED::,2C0F:FC89:3ED:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG29,etisalat,ydg29_etisalat,Gi_MI_IPv4,37,100.65.192.0,100.65.255.255
TeleMisr,YDG29,etisalat,ydg29_etisalat_ipv6,Gi_MI_IPv6,37,2C0F:FC89:823A::,2C0F:FC89:823A:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG30,etisalat,ydg30_etisalat,Gi_MI_IPv4,37,10.43.0.0,10.43.127.255
TeleMisr,YDG30,etisalat,ydg30_etisalat_ipv6,Gi_MI_IPv6,37,2C0F:FC89:81EE::,2C0F:FC89:81EE:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat,Gi_MI_IPv4,38,10.229.64.0,10.229.127.255
Ramsis,PDG25,etisalat,pdg25_etisalat,Gi_MI_IPv4,38,100.110.128.0,100.110.191.255
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat,Gi_MI_IPv4,38,100.110.128.0,100.110.191.255
Ramsis,PDG25,etisalat,pdg25_etisalat_ipv6,Gi_MI_IPv6,38,2C0F:FC89:586::,2C0F:FC89:586:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat_ipv6,Gi_MI_IPv6,38,2C0F:FC89:586::,2C0F:FC89:586:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,r1dg18_etisalat,Gi_MI_IPv4,38,172.25.128.0,172.25.255.255
TeleMisr,R1DG18,etisalat,r1dg18_etisalat_ipv6,Gi_MI_IPv6,38,2C0F:FC89:80AA:8000::,2C0F:FC89:80AA:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,r1dg28_etisalat_ipv6,Gi_MI_IPv6,38,2C0F:FC89:492::,2C0F:FC89:492:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,tm_etisalat_ipv6,Gi_MI_IPv6,38,2C0F:FC89:3EE::,2C0F:FC89:3EE:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG29,etisalat,ydg29_etisalat,Gi_MI_IPv4,38,100.84.0.0,100.84.127.255
TeleMisr,YDG29,etisalat,ydg29_etisalat_ipv6,Gi_MI_IPv6,38,2C0F:FC89:823B::,2C0F:FC89:823B:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG30,etisalat,ydg30_etisalat,Gi_MI_IPv4,38,10.43.128.0,10.43.255.255
TeleMisr,YDG30,etisalat,ydg30_etisalat_ipv6,Gi_MI_IPv6,38,2C0F:FC89:81EF::,2C0F:FC89:81EF:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat,Gi_MI_IPv4,39,10.70.0.0,10.70.63.255
Ramsis,PDG25,etisalat,pdg25_etisalat,Gi_MI_IPv4,39,100.110.192.0,100.110.255.255
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat,Gi_MI_IPv4,39,100.110.192.0,100.110.255.255
Ramsis,PDG25,etisalat,pdg25_etisalat_ipv6,Gi_MI_IPv6,39,2C0F:FC89:587::,2C0F:FC89:587:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat_ipv6,Gi_MI_IPv6,39,2C0F:FC89:587::,2C0F:FC89:587:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,r1dg18_etisalat,Gi_MI_IPv4,39,172.26.0.0,172.26.127.255
TeleMisr,R1DG18,etisalat,r1dg18_etisalat_ipv6,Gi_MI_IPv6,39,2C0F:FC89:80AB::,2C0F:FC89:80AB:7FFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,r1dg28_etisalat_ipv6,Gi_MI_IPv6,39,2C0F:FC89:493::,2C0F:FC89:493:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG29,etisalat,ydg29_etisalat,Gi_MI_IPv4,39,100.84.128.0,100.84.255.255
TeleMisr,YDG29,etisalat,ydg29_etisalat_ipv6,Gi_MI_IPv6,39,2C0F:FC89:823C::,2C0F:FC89:823C:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG30,etisalat,ydg30_etisalat,Gi_MI_IPv4,39,10.44.0.0,10.44.127.255
TeleMisr,YDG30,etisalat,ydg30_etisalat_ipv6,Gi_MI_IPv6,39,2C0F:FC89:81F0::,2C0F:FC89:81F0:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat,Gi_MI_IPv4,40,10.163.192.0,10.163.255.255
Ramsis,PDG25,etisalat,pdg25_etisalat,Gi_MI_IPv4,40,100.79.0.0,100.79.127.255
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat,Gi_MI_IPv4,40,100.79.0.0,100.79.127.255
Ramsis,PDG25,etisalat,pdg25_etisalat_ipv6,Gi_MI_IPv6,40,2C0F:FC89:588::,2C0F:FC89:588:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,PDG25,etisalat.roaming,pdg25_etisalat_ipv6,Gi_MI_IPv6,40,2C0F:FC89:588::,2C0F:FC89:588:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,R1DG18,etisalat,r1dg18_etisalat,Gi_MI_IPv4,40,172.26.128.0,172.26.255.255
Ramsis,R1DG28,etisalat,r1dg28_etisalat_ipv6,Gi_MI_IPv6,40,2C0F:FC89:494::,2C0F:FC89:494:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG29,etisalat,ydg29_etisalat_ipv6,Gi_MI_IPv6,40,2C0F:FC89:823D::,2C0F:FC89:823D:FFFF:FFFF:FFFF:FFFF:FFFF
TeleMisr,YDG30,etisalat,ydg30_etisalat,Gi_MI_IPv4,40,10.44.128.0,10.44.255.255
TeleMisr,YDG30,etisalat,ydg30_etisalat_ipv6,Gi_MI_IPv6,40,2C0F:FC89:81F1::,2C0F:FC89:81F1:FFFF:FFFF:FFFF:FFFF:FFFF
Ramsis,R1DG28,etisalat,new_r1_to_rp_etisalat,Gi_MI_IPv4,41,10.72.64.0,10.72.127.255
Ramsis,PDG25,etisalat,pdg25_etisalat,Gi_MI_IPv4,41,10.237.0.0,10.237.127.255
