myday,rating_group_name,rg_id,apn,ccr_charge_traffic_mb
2026/07/28,RG 1192 - NTRA & Governmental,1192,ISCORE.CUST,0.011326789844
2026/07/28,RG 1060 - DNS,1060,NPO.HS2,0.006752014160
2026/07/28,RG 1192 - NTRA & Governmental,1192,MAAK,0.005916595508
2026/07/28,RG 1192 - NTRA & Governmental,1192,GEDIA,0.004875183105
2026/07/28,RG 1193 - My Etisalat & Notifications,1193,ELARABY.INT,0.003708839453
2026/07/28,RG 1192 - NTRA & Governmental,1192,TAMWELY,0.003309249902
2026/07/28,RG 1202 - Speed test,1202,STATIC,0.002645492578
2026/07/28,RG 1192 - NTRA & Governmental,1192,ELARABY.INT,0.001954078711
2026/07/28,RG 1192 - NTRA & Governmental,1192,PEPSICO2,0.000735282910
2026/07/28,RG 1165 - shuffle music,1165,ETISALAT,0.000520706152
2026/07/28,RG 1060 - DNS,1060,FOE,0.000457763672
2026/07/28,RG 1192 - NTRA & Governmental,1192,GEIDEA,0E-12
2026/07/28,RG 1193 - My Etisalat & Notifications,1193,GEIDEA,0E-12
2026/07/28,RG 1202 - Speed test,1202,ISCORE.CUST,0E-12
2026/07/28,RG 1193 - My Etisalat & Notifications,1193,ELMENUS,0E-12
2026/07/28,RG 1192 - NTRA & Governmental,1192,LIME,
2026/07/28,RG 1193 - My Etisalat & Notifications,1193,OPAY,
2026/07/28,RG 1060 - DNS,1060,KIDZO1,
2026/07/28,RG 1060 - DNS,1060,DARY,
2026/07/28,RG 1060 - DNS,1060,EDS,
2026/07/28,RG 1060 - DNS,1060,CIVIL-PROTECTION-CAM,
2026/07/28,RG 1193 - My Etisalat & Notifications,1193,GO.ETISALAT,
2026/07/28,RG 1193 - My Etisalat & Notifications,1193,ETISALAT.DGW.TEST,
2026/07/28,RG 1193 - My Etisalat & Notifications,1193,MACDONALD,
2026/07/28,RG 1003 - FB_AutoFlex,1003,ETISALAT,
2026/07/28,RG 1080 - VPN,1080,MACDONALD,
2026/07/28,RG 1060 - DNS,1060,SUPERPAY,
2026/07/28,RG 1202 - Speed test,1202,NPO.HS,
