myday,rating_group_name,rg_id,apn,ccr_charge_traffic_mb
2026/07/31,RG 1193 - My Etisalat & Notifications,1193,ETISALAT,16220439.735795021094
2026/07/31,RG 1192 - NTRA & Governmental,1192,ETISALAT,15983477.387650489844
2026/07/31,RG 1060 - DNS,1060,ETISALAT,12818965.627920150781
2026/07/31,RG 1080 - VPN,1080,INTERNET.ETISALAT,1285967.744917869531
2026/07/31,RG 1080 - VPN,1080,ETISALAT,608737.454529762305
2026/07/31,RG 1060 - DNS,1060,INTERNET.ETISALAT,372477.488324165332
2026/07/31,RG 1202 - Speed test,1202,ETISALAT,166007.670929908789
2026/07/31,RG 1192 - NTRA & Governmental,1192,INTERNET.ETISALAT,140034.034278869629
2026/07/31,RG 1193 - My Etisalat & Notifications,1193,INTERNET.ETISALAT,66580.749888420117
2026/07/31,RG 1060 - DNS,1060,FWA.ETISALAT,37009.071372985840
2026/07/31,RG 1080 - VPN,1080,FWA.ETISALAT,16491.466543197656
2026/07/31,RG 1197 - Ta3leemy,1197,INTERNET.ETISALAT,7952.967855453516
2026/07/31,RG 1192 - NTRA & Governmental,1192,FWA.ETISALAT,6812.836970329297
2026/07/31,RG 1080 - VPN,1080,STATICPUBLIC3,4804.911410331738
2026/07/31,RG 1193 - My Etisalat & Notifications,1193,FWA.ETISALAT,2747.475147247363
2026/07/31,RG 1060 - DNS,1060,OPAY,2171.446072578418
2026/07/31,RG 1060 - DNS,1060,AB-ETISALAT,1596.348649025000
2026/07/31,RG 1060 - DNS,1060,GEDIA,1303.029679298438
2026/07/31,RG 1192 - NTRA & Governmental,1192,STATICPUBLIC3,1097.122769355762
2026/07/31,RG 1060 - DNS,1060,MOMKEN,704.544182777441
2026/07/31,RG 1060 - DNS,1060,GEIDEA,242.272758483887
2026/07/31,RG 1060 - DNS,1060,TAMWELY,185.349723815918
2026/07/31,RG 1060 - DNS,1060,ALARABY,98.828829765332
2026/07/31,RG 1060 - DNS,1060,NPO.HS,87.894906044043
2026/07/31,RG 1060 - DNS,1060,STATICPUBLIC3,43.065939903223
2026/07/31,RG 1060 - DNS,1060,ELARABY.INT,34.584884643555
2026/07/31,RG 1060 - DNS,1060,GO.ETISALAT,28.574211120605
2026/07/31,RG 1060 - DNS,1060,CIVIL-PROTECTION,25.222740173340
2026/07/31,RG 1060 - DNS,1060,KASHIER1,22.638168334961
2026/07/31,RG 1060 - DNS,1060,PAYMOB,21.896648407031
2026/07/31,RG 1060 - DNS,1060,THEQAPAY,9.501901626563
2026/07/31,RG 1060 - DNS,1060,PEPSICO,7.171005249023
2026/07/31,RG 1193 - My Etisalat & Notifications,1193,STATICPUBLIC3,6.418691635156
2026/07/31,RG 1193 - My Etisalat & Notifications,1193,NPO.HS,4.667951583887
2026/07/31,RG 1080 - VPN,1080,NPO.HS,4.417803764355
2026/07/31,RG 1060 - DNS,1060,MACDONALD,3.964569091797
2026/07/31,RG 1060 - DNS,1060,LIME,3.227027893066
2026/07/31,RG 1060 - DNS,1060,STATIC,2.733058929492
2026/07/31,RG 1060 - DNS,1060,AREEBAEET,1.965793609668
2026/07/31,RG 1060 - DNS,1060,PEPSICO2,1.710395812988
