myday,rating_group_name,rg_id,apn,ccr_charge_traffic_mb
2026/07/29,RG 1060 - DNS,1060,KASHIER1,27.908248901367
2026/07/29,RG 1060 - DNS,1060,GO.ETISALAT,25.898748397852
2026/07/29,RG 1060 - DNS,1060,PEPSICO2,21.427686691309
2026/07/29,RG 1060 - DNS,1060,PAYMOB,20.745990753223
2026/07/29,RG 1060 - DNS,1060,THEQAPAY,15.881332397461
2026/07/29,RG 1060 - DNS,1060,EASTERNEGYPT.PUBLIC,15.794281005859
2026/07/29,RG 1192 - NTRA & Governmental,1192,STATIC,9.078470230078
2026/07/29,RG 1060 - DNS,1060,LIME,8.531579017676
2026/07/29,RG 1060 - DNS,1060,ISCORE.CUST,7.516510009766
2026/07/29,RG 1060 - DNS,1060,STATIC,6.881499290430
2026/07/29,RG 1060 - DNS,1060,PEPSICO,5.913200378418
2026/07/29,RG 1060 - DNS,1060,MACDONALD,5.888494491602
2026/07/29,RG 1060 - DNS,1060,DG,4.065825462305
2026/07/29,RG 1060 - DNS,1060,GCSDC,3.261680603027
2026/07/29,RG 1202 - Speed test,1202,INTERNET.ETISALAT,2.014458656348
2026/07/29,RG 1060 - DNS,1060,EGCASH.CAM,1.864812850977
2026/07/29,RG 1060 - DNS,1060,AREEBAEET,1.798667907715
2026/07/29,RG 1080 - VPN,1080,NPO.HS,1.621302604688
2026/07/29,RG 1060 - DNS,1060,CISCO1,0.503093719531
2026/07/29,RG 1060 - DNS,1060,GS-EETC,0.365139007617
2026/07/29,RG 1202 - Speed test,1202,FWA.ETISALAT,0.344151496875
2026/07/29,RG 1193 - My Etisalat & Notifications,1193,DG,0.241642951953
2026/07/29,RG 1080 - VPN,1080,SUPERPAY,0.143355369531
2026/07/29,RG 1080 - VPN,1080,CISCO1,0.119462013281
2026/07/29,RG 1060 - DNS,1060,STS,0.091697692871
2026/07/29,RG 1060 - DNS,1060,COMBO.ETISALAT,0.074341774023
2026/07/29,RG 1192 - NTRA & Governmental,1192,LIME,0.071908950781
2026/07/29,RG 1192 - NTRA & Governmental,1192,GO.ETISALAT,0.029010772754
2026/07/29,RG 1193 - My Etisalat & Notifications,1193,MAAK,0.027473449707
2026/07/29,RG 1193 - My Etisalat & Notifications,1193,CISCO1,0.026519775391
2026/07/29,RG 1193 - My Etisalat & Notifications,1193,ISCORE.CUST,0.023369789160
2026/07/29,RG 1060 - DNS,1060,ELMENUS,0.020683288574
2026/07/29,RG 1060 - DNS,1060,ECFC,0.018424987793
2026/07/29,RG 1193 - My Etisalat & Notifications,1193,TAMWELY,0.017711639453
2026/07/29,RG 1192 - NTRA & Governmental,1192,MAAK,0.015948295605
2026/07/29,RG 1060 - DNS,1060,EDS,0.014362335254
2026/07/29,RG 1060 - DNS,1060,SHC-WATER,0.014312744141
2026/07/29,RG 1193 - My Etisalat & Notifications,1193,EDS,0.012487411523
2026/07/29,RG 1193 - My Etisalat & Notifications,1193,STATIC,0.008447647070
2026/07/29,RG 1193 - My Etisalat & Notifications,1193,NPO.HS,0.007549285938
2026/07/29,RG 1060 - DNS,1060,NPO.HS2,0.004348754883
2026/07/29,RG 1193 - My Etisalat & Notifications,1193,ELARABY.INT,0.004167556738
2026/07/29,RG 1192 - NTRA & Governmental,1192,TAMWELY,0.002575874316
2026/07/29,RG 1192 - NTRA & Governmental,1192,ELARABY.INT,0.002437591602
2026/07/29,RG 1192 - NTRA & Governmental,1192,ALARABY,0.001218795801
2026/07/29,RG 1192 - NTRA & Governmental,1192,OPAY,0E-12
2026/07/29,RG 1192 - NTRA & Governmental,1192,ISCORE.CUST,0E-12
2026/07/29,RG 1192 - NTRA & Governmental,1192,GEDIA,0E-12
2026/07/29,RG 1165 - shuffle music,1165,ETISALAT,0E-12
2026/07/29,RG 1193 - My Etisalat & Notifications,1193,GEIDEA,0E-12
2026/07/29,RG 1193 - My Etisalat & Notifications,1193,ELMENUS,0E-12
2026/07/29,RG 1192 - NTRA & Governmental,1192,GEIDEA,0E-12
2026/07/29,RG 1192 - NTRA & Governmental,1192,PEPSICO2,0E-12
2026/07/29,RG 1202 - Speed test,1202,ISCORE.CUST,0E-12
2026/07/29,RG 1192 - NTRA & Governmental,1192,SUPERPAY,
2026/07/29,RG 1193 - My Etisalat & Notifications,1193,MACDONALD,
2026/07/29,RG 1193 - My Etisalat & Notifications,1193,ETIT,
2026/07/29,RG 1060 - DNS,1060,SUPERPAY,
2026/07/29,RG 1192 - NTRA & Governmental,1192,MOMKEN,
2026/07/29,RG 1193 - My Etisalat & Notifications,1193,GO.ETISALAT,
2026/07/29,RG 1193 - My Etisalat & Notifications,1193,OPAY,
2026/07/29,RG 1192 - NTRA & Governmental,1192,EASTERNEGYPT.PUBLIC,
2026/07/29,RG 1060 - DNS,1060,ETISALAT.DGW.TEST,
2026/07/29,RG 1003 - FB_AutoFlex,1003,ETISALAT,
