myday,rating_group_name,rg_id,apn,ccr_charge_traffic_mb
2026/08/01,RG 1060 - DNS,1060,MOHP-ET,0.169445037891
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,NPO.HS,0.094569206250
2026/08/01,RG 1060 - DNS,1060,DARY,0.079517364551
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,MAAK,0.031494140625
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,ISCORE.CUST,0.025415420508
2026/08/01,RG 1060 - DNS,1060,ECFC,0.022071838379
2026/08/01,RG 1060 - DNS,1060,ELMENUS,0.019939422656
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,MOHP-ET,0.019464492773
2026/08/01,RG 1060 - DNS,1060,SHC-WATER,0.013481140137
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,STATIC,0.012678146387
2026/08/01,RG 1192 - NTRA & Governmental,1192,ELARABY.INT,0.005949020410
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,ELARABY.INT,0.005948066699
2026/08/01,RG 1060 - DNS,1060,STS,0.005558013965
2026/08/01,RG 1060 - DNS,1060,NPO.HS2,0.004806518555
2026/08/01,RG 1202 - Speed test,1202,STATIC,0.002717971777
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,MOMKEN,0.002300262500
2026/08/01,RG 1192 - NTRA & Governmental,1192,MOMKEN,0.002051353418
2026/08/01,RG 1060 - DNS,1060,GS-EETC,0.001472473145
2026/08/01,RG 1192 - NTRA & Governmental,1192,EASTERNEGYPT.PUBLIC,0.001104354883
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,ECFC,0.000814437891
2026/08/01,RG 1202 - Speed test,1202,NPO.HS,0.000719070410
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,GO.ETISALAT,0.000457763672
2026/08/01,RG 1060 - DNS,1060,EDS,0.000213623047
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,TAMWELY,0.000191688574
2026/08/01,RG 1192 - NTRA & Governmental,1192,ISCORE.CUST,0E-12
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,OPAY,0E-12
2026/08/01,RG 1202 - Speed test,1202,ISCORE.CUST,0E-12
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,CISCO1,0E-12
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,GEIDEA,0E-12
2026/08/01,RG 1192 - NTRA & Governmental,1192,MAAK,0E-12
2026/08/01,RG 1080 - VPN,1080,CISCO1,0E-12
2026/08/01,RG 1192 - NTRA & Governmental,1192,GEDIA,0E-12
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,ELMENUS,0E-12
2026/08/01,RG 1192 - NTRA & Governmental,1192,CIVIL-PROTECTION,0E-12
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,MACDONALD,
2026/08/01,RG 1192 - NTRA & Governmental,1192,OPAY,
2026/08/01,RG 1192 - NTRA & Governmental,1192,GO.ETISALAT,
2026/08/01,RG 1192 - NTRA & Governmental,1192,LIME,
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,PAYMOB,
2026/08/01,RG 1192 - NTRA & Governmental,1192,PAYMOB,
2026/08/01,RG 1003 - FB_AutoFlex,1003,ETISALAT,
2026/08/01,RG 1080 - VPN,1080,SUPERPAY,
2026/08/01,RG 1060 - DNS,1060,DG,
