myday,rating_group_name,rg_id,apn,ccr_charge_traffic_mb
2026/08/03,RG 1192 - NTRA & Governmental,1192,ETISALAT,17478651.144538879395
2026/08/03,RG 1193 - My Etisalat & Notifications,1193,ETISALAT,16279759.073096275293
2026/08/03,RG 1060 - DNS,1060,ETISALAT,12816038.379152297949
2026/08/03,RG 1080 - VPN,1080,INTERNET.ETISALAT,1509984.378993988086
2026/08/03,RG 1080 - VPN,1080,ETISALAT,958370.923535346973
2026/08/03,RG 1060 - DNS,1060,INTERNET.ETISALAT,468610.262379646289
2026/08/03,RG 1192 - NTRA & Governmental,1192,INTERNET.ETISALAT,178739.388334274316
2026/08/03,RG 1202 - Speed test,1202,ETISALAT,156542.391442298926
2026/08/03,RG 1193 - My Etisalat & Notifications,1193,INTERNET.ETISALAT,64852.006272316016
2026/08/03,RG 1060 - DNS,1060,FWA.ETISALAT,44415.182304382324
2026/08/03,RG 1080 - VPN,1080,FWA.ETISALAT,25738.448318481445
2026/08/03,RG 1192 - NTRA & Governmental,1192,FWA.ETISALAT,11617.226458549512
2026/08/03,RG 1080 - VPN,1080,STATICPUBLIC3,6727.707739829980
2026/08/03,RG 1193 - My Etisalat & Notifications,1193,FWA.ETISALAT,4319.236941337598
2026/08/03,RG 1197 - Ta3leemy,1197,INTERNET.ETISALAT,3132.967603683496
2026/08/03,RG 1192 - NTRA & Governmental,1192,STATICPUBLIC3,2427.521027565039
2026/08/03,RG 1060 - DNS,1060,OPAY,2315.958534240723
2026/08/03,RG 1060 - DNS,1060,AB-ETISALAT,1467.014869689941
2026/08/03,RG 1060 - DNS,1060,GEDIA,1324.296490669238
2026/08/03,RG 1060 - DNS,1060,MOMKEN,761.350761413574
2026/08/03,RG 1060 - DNS,1060,TAMWELY,424.080066680957
2026/08/03,RG 1060 - DNS,1060,GEIDEA,186.428355216992
2026/08/03,RG 1060 - DNS,1060,ALARABY,160.206034660352
2026/08/03,RG 1060 - DNS,1060,NPO.HS,102.388442993164
2026/08/03,RG 1060 - DNS,1060,STATICPUBLIC3,90.352388381934
