myday,rating_group_name,rg_id,apn,unique_users
2026/08/05,RG 1080 - VPN,1080,STATICPUBLIC3,183
2026/08/05,RG 1060 - DNS,1060,KASHIER1,112
2026/08/05,RG 1060 - DNS,1060,SHC-WATER,70
2026/08/05,RG 1060 - DNS,1060,EASTERNEGYPT.PUBLIC,66
2026/08/05,RG 1060 - DNS,1060,GO.ETISALAT,45
2026/08/05,RG 1060 - DNS,1060,ISCORE.CUST,33
2026/08/05,RG 1060 - DNS,1060,CIVIL-PROTECTION,31
2026/08/05,RG 1060 - DNS,1060,EGCASH.CAM,26
2026/08/05,RG 1060 - DNS,1060,LIME,19
2026/08/05,RG 1193 - My Etisalat & Notifications,1193,NPO.HS,19
2026/08/05,RG 1060 - DNS,1060,AREEBAEET,17
2026/08/05,RG 1060 - DNS,1060,ECFC,16
2026/08/05,RG 1060 - DNS,1060,TAHWEESHA,15
2026/08/05,RG 1060 - DNS,1060,ELARABY.INT,14
2026/08/05,RG 1060 - DNS,1060,MAAK,13
2026/08/05,RG 1080 - VPN,1080,NPO.HS,13
2026/08/05,RG 1060 - DNS,1060,GS-EETC,11
2026/08/05,RG 1193 - My Etisalat & Notifications,1193,MAAK,7
2026/08/05,RG 1080 - VPN,1080,SUPERPAY,7
2026/08/05,RG 1060 - DNS,1060,GCSDC,6
2026/08/05,RG 1060 - DNS,1060,STATIC,5
2026/08/05,RG 1192 - NTRA & Governmental,1192,ELARABY.INT,4
2026/08/05,RG 1192 - NTRA & Governmental,1192,GEDIA,4
2026/08/05,RG 1193 - My Etisalat & Notifications,1193,TAMWELY,4
2026/08/05,RG 1193 - My Etisalat & Notifications,1193,CISCO1,4
2026/08/05,RG 1192 - NTRA & Governmental,1192,ISCORE.CUST,3
2026/08/05,RG 1060 - DNS,1060,CISCO1,3
2026/08/05,RG 1060 - DNS,1060,COMBO.ETISALAT,3
2026/08/05,RG 1193 - My Etisalat & Notifications,1193,ECFC,2
2026/08/05,RG 1192 - NTRA & Governmental,1192,TAMWELY,2
2026/08/05,RG 1192 - NTRA & Governmental,1192,MAAK,2
2026/08/05,RG 1060 - DNS,1060,ETISALAT.DGW.TEST,2
2026/08/05,RG 1060 - DNS,1060,PEPSICO,2
2026/08/05,RG 1060 - DNS,1060,ELMENUS,2
2026/08/05,RG 1193 - My Etisalat & Notifications,1193,GO.ETISALAT,2
2026/08/05,RG 1192 - NTRA & Governmental,1192,OPAY,2
2026/08/05,RG 1192 - NTRA & Governmental,1192,GO.ETISALAT,2
2026/08/05,RG 1192 - NTRA & Governmental,1192,CIVIL-PROTECTION,2
2026/08/05,RG 1192 - NTRA & Governmental,1192,LIME,2
2026/08/05,RG 1193 - My Etisalat & Notifications,1193,GEDIA,1
2026/08/05,RG 1192 - NTRA & Governmental,1192,STATIC,1
2026/08/05,RG 1193 - My Etisalat & Notifications,1193,ELARABY.INT,1
2026/08/05,RG 1060 - DNS,1060,MACDONALD,1
2026/08/05,RG 1192 - NTRA & Governmental,1192,DG,1
2026/08/05,RG 1060 - DNS,1060,PEPSICO2,1
2026/08/05,RG 1060 - DNS,1060,IDH-VPN,1
2026/08/05,RG 1060 - DNS,1060,DG,1
2026/08/05,RG 1165 - shuffle music,1165,ETISALAT,1
2026/08/05,RG 1060 - DNS,1060,CIVIL-PROTECTION-CAM,1
2026/08/05,RG 1202 - Speed test,1202,NPO.HS,1
2026/08/05,RG 1193 - My Etisalat & Notifications,1193,STATIC,1
2026/08/05,RG 1192 - NTRA & Governmental,1192,EASTERNEGYPT.PUBLIC,1
2026/08/05,RG 1193 - My Etisalat & Notifications,1193,ISCORE.CUST,1
2026/08/05,RG 1060 - DNS,1060,DFISIM,1
2026/08/05,RG 1193 - My Etisalat & Notifications,1193,DG,1
2026/08/05,RG 1193 - My Etisalat & Notifications,1193,ETISALAT.DGW.TEST,1
2026/08/05,RG 1202 - Speed test,1202,ISCORE.CUST,1
2026/08/05,RG 1060 - DNS,1060,NPO.HS2,1
2026/08/05,RG 1192 - NTRA & Governmental,1192,ETISALAT.DGW.TEST,1
2026/08/05,RG 1192 - NTRA & Governmental,1192,PEPSICO2,1
2026/08/05,RG 1202 - Speed test,1202,STATIC,1
2026/08/05,RG 1080 - VPN,1080,CISCO1,1
