myday,rating_group_name,rg_id,apn,unique_users
2026/08/03,RG 1060 - DNS,1060,AREEBAEET,20
2026/08/03,RG 1060 - DNS,1060,LIME,17
2026/08/03,RG 1193 - My Etisalat & Notifications,1193,NPO.HS,17
2026/08/03,RG 1060 - DNS,1060,ELARABY.INT,15
2026/08/03,RG 1060 - DNS,1060,MAAK,13
2026/08/03,RG 1060 - DNS,1060,ECFC,13
2026/08/03,RG 1080 - VPN,1080,NPO.HS,12
2026/08/03,RG 1060 - DNS,1060,GS-EETC,11
2026/08/03,RG 1193 - My Etisalat & Notifications,1193,MAAK,8
2026/08/03,RG 1080 - VPN,1080,SUPERPAY,8
2026/08/03,RG 1193 - My Etisalat & Notifications,1193,TAMWELY,8
2026/08/03,RG 1060 - DNS,1060,STATIC,4
2026/08/03,RG 1192 - NTRA & Governmental,1192,MAAK,4
2026/08/03,RG 1192 - NTRA & Governmental,1192,ELARABY.INT,4
2026/08/03,RG 1193 - My Etisalat & Notifications,1193,GO.ETISALAT,3
2026/08/03,RG 1060 - DNS,1060,TAHWEESHA,3
2026/08/03,RG 1060 - DNS,1060,COMBO.ETISALAT,3
2026/08/03,RG 1192 - NTRA & Governmental,1192,TAMWELY,3
2026/08/03,RG 1193 - My Etisalat & Notifications,1193,STATIC,2
2026/08/03,RG 1060 - DNS,1060,CISCO1,2
2026/08/03,RG 1060 - DNS,1060,PEPSICO,2
2026/08/03,RG 1192 - NTRA & Governmental,1192,GEDIA,2
2026/08/03,RG 1193 - My Etisalat & Notifications,1193,CISCO1,2
2026/08/03,RG 1192 - NTRA & Governmental,1192,ETISALAT.DGW.TEST,1
2026/08/03,RG 1060 - DNS,1060,ELMENUS,1
2026/08/03,RG 1193 - My Etisalat & Notifications,1193,ETISALAT.DGW.TEST,1
2026/08/03,RG 1060 - DNS,1060,PEPSICO2,1
2026/08/03,RG 1192 - NTRA & Governmental,1192,EASTERNEGYPT.PUBLIC,1
2026/08/03,RG 1060 - DNS,1060,NPO.HS2,1
2026/08/03,RG 1060 - DNS,1060,EDS,1
2026/08/03,RG 1080 - VPN,1080,CISCO1,1
2026/08/03,RG 1060 - DNS,1060,DG,1
2026/08/03,RG 1193 - My Etisalat & Notifications,1193,MOMKEN,1
2026/08/03,RG 1193 - My Etisalat & Notifications,1193,DG,1
2026/08/03,RG 1192 - NTRA & Governmental,1192,LIME,1
2026/08/03,RG 1192 - NTRA & Governmental,1192,PEPSICO2,1
2026/08/03,RG 1003 - FB_AutoFlex,1003,ETISALAT,1
2026/08/03,RG 1192 - NTRA & Governmental,1192,GO.ETISALAT,1
2026/08/03,RG 1193 - My Etisalat & Notifications,1193,ISCORE.CUST,1
2026/08/03,RG 1060 - DNS,1060,DARY,1
2026/08/03,RG 1192 - NTRA & Governmental,1192,ISCORE.CUST,1
2026/08/03,RG 1202 - Speed test,1202,STATIC,1
2026/08/03,RG 1192 - NTRA & Governmental,1192,STATIC,1
2026/08/03,RG 1202 - Speed test,1202,NPO.HS,1
2026/08/03,RG 1193 - My Etisalat & Notifications,1193,ELARABY.INT,1
2026/08/03,RG 1202 - Speed test,1202,ISCORE.CUST,1
2026/08/03,RG 1192 - NTRA & Governmental,1192,DG,1
2026/08/03,RG 1060 - DNS,1060,GCSDC,1
2026/08/03,RG 1060 - DNS,1060,MACDONALD,1
2026/08/03,RG 1080 - VPN,1080,STATIC,1
2026/08/03,RG 1060 - DNS,1060,ETISALAT.DGW.TEST,1
2026/08/03,RG 1193 - My Etisalat & Notifications,1193,GEDIA,1
2026/08/03,RG 1060 - DNS,1060,CIVIL-PROTECTION-CAM,1
