myday,rating_group_name,rg_id,apn,unique_users
2026/08/01,RG 1202 - Speed test,1202,ISCORE.CUST,1
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,OPAY,1
2026/08/01,RG 1080 - VPN,1080,CISCO1,1
2026/08/01,RG 1003 - FB_AutoFlex,1003,ETISALAT,1
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,GEIDEA,1
2026/08/01,RG 1060 - DNS,1060,COMBO.ETISALAT,1
2026/08/01,RG 1080 - VPN,1080,SUPERPAY,1
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,ECFC,1
2026/08/01,RG 1060 - DNS,1060,NPO.HS2,1
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,ISCORE.CUST,1
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,MOMKEN,1
2026/08/01,RG 1060 - DNS,1060,ELMENUS,1
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,ELMENUS,1
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,PAYMOB,1
2026/08/01,RG 1060 - DNS,1060,PEPSICO2,1
2026/08/01,RG 1060 - DNS,1060,GCSDC,1
2026/08/01,RG 1060 - DNS,1060,MACDONALD,1
2026/08/01,RG 1192 - NTRA & Governmental,1192,EASTERNEGYPT.PUBLIC,1
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,MACDONALD,1
2026/08/01,RG 1060 - DNS,1060,DG,1
2026/08/01,RG 1202 - Speed test,1202,STATIC,1
2026/08/01,RG 1192 - NTRA & Governmental,1192,MOMKEN,1
2026/08/01,RG 1192 - NTRA & Governmental,1192,LIME,1
2026/08/01,RG 1193 - My Etisalat & Notifications,1193,MOHP-ET,1
2026/08/01,RG 1060 - DNS,1060,DARY,1
2026/08/01,RG 1192 - NTRA & Governmental,1192,PAYMOB,1
2026/08/01,RG 1060 - DNS,1060,EDS,1
