myday,rating_group_name,rg_id,apn,unique_users
2026/08/04,RG 1060 - DNS,1060,ETISALAT,16848395
2026/08/04,RG 1193 - My Etisalat & Notifications,1193,ETISALAT,5579512
2026/08/04,RG 1192 - NTRA & Governmental,1192,ETISALAT,1934582
2026/08/04,RG 1060 - DNS,1060,INTERNET.ETISALAT,269174
2026/08/04,RG 1080 - VPN,1080,ETISALAT,264220
2026/08/04,RG 1193 - My Etisalat & Notifications,1193,INTERNET.ETISALAT,125750
2026/08/04,RG 1192 - NTRA & Governmental,1192,INTERNET.ETISALAT,107961
2026/08/04,RG 1080 - VPN,1080,INTERNET.ETISALAT,26307
2026/08/04,RG 1202 - Speed test,1202,ETISALAT,25076
2026/08/04,RG 1060 - DNS,1060,FWA.ETISALAT,14554
2026/08/04,RG 1060 - DNS,1060,GEDIA,14474
2026/08/04,RG 1060 - DNS,1060,OPAY,13686
2026/08/04,RG 1193 - My Etisalat & Notifications,1193,FWA.ETISALAT,12154
2026/08/04,RG 1192 - NTRA & Governmental,1192,FWA.ETISALAT,8668
2026/08/04,RG 1060 - DNS,1060,MOMKEN,5860
2026/08/04,RG 1202 - Speed test,1202,INTERNET.ETISALAT,2773
2026/08/04,RG 1080 - VPN,1080,FWA.ETISALAT,2518
2026/08/04,RG 1060 - DNS,1060,GEIDEA,2249
2026/08/04,RG 1060 - DNS,1060,STATICPUBLIC3,1848
2026/08/04,RG 1060 - DNS,1060,TAMWELY,1344
2026/08/04,RG 1060 - DNS,1060,AB-ETISALAT,1042
2026/08/04,RG 1060 - DNS,1060,NPO.HS,940
2026/08/04,RG 1197 - Ta3leemy,1197,INTERNET.ETISALAT,756
2026/08/04,RG 1060 - DNS,1060,THEQAPAY,639
2026/08/04,RG 1192 - NTRA & Governmental,1192,STATICPUBLIC3,638
2026/08/04,RG 1202 - Speed test,1202,FWA.ETISALAT,401
2026/08/04,RG 1193 - My Etisalat & Notifications,1193,STATICPUBLIC3,317
2026/08/04,RG 1060 - DNS,1060,ALARABY,293
2026/08/04,RG 1060 - DNS,1060,PAYMOB,282
2026/08/04,RG 1080 - VPN,1080,STATICPUBLIC3,192
2026/08/04,RG 1060 - DNS,1060,KASHIER1,113
2026/08/04,RG 1060 - DNS,1060,EASTERNEGYPT.PUBLIC,78
2026/08/04,RG 1060 - DNS,1060,SHC-WATER,64
2026/08/04,RG 1060 - DNS,1060,CIVIL-PROTECTION,40
2026/08/04,RG 1060 - DNS,1060,GO.ETISALAT,40
2026/08/04,RG 1060 - DNS,1060,ISCORE.CUST,37
2026/08/04,RG 1060 - DNS,1060,EGCASH.CAM,24
2026/08/04,RG 1193 - My Etisalat & Notifications,1193,NPO.HS,22
2026/08/04,RG 1060 - DNS,1060,AREEBAEET,19
2026/08/04,RG 1060 - DNS,1060,LIME,17
2026/08/04,RG 1080 - VPN,1080,NPO.HS,16
2026/08/04,RG 1060 - DNS,1060,ECFC,15
2026/08/04,RG 1060 - DNS,1060,ELARABY.INT,14
2026/08/04,RG 1060 - DNS,1060,MAAK,13
2026/08/04,RG 1060 - DNS,1060,GS-EETC,11
2026/08/04,RG 1060 - DNS,1060,TAHWEESHA,9
2026/08/04,RG 1193 - My Etisalat & Notifications,1193,MAAK,8
2026/08/04,RG 1060 - DNS,1060,GCSDC,7
2026/08/04,RG 1193 - My Etisalat & Notifications,1193,TAMWELY,7
2026/08/04,RG 1060 - DNS,1060,STATIC,5
2026/08/04,RG 1192 - NTRA & Governmental,1192,ELARABY.INT,5
2026/08/04,RG 1080 - VPN,1080,SUPERPAY,5
2026/08/04,RG 1192 - NTRA & Governmental,1192,MAAK,4
2026/08/04,RG 1193 - My Etisalat & Notifications,1193,CISCO1,4
2026/08/04,RG 1192 - NTRA & Governmental,1192,GEDIA,4
2026/08/04,RG 1060 - DNS,1060,COMBO.ETISALAT,3
2026/08/04,RG 1193 - My Etisalat & Notifications,1193,ELARABY.INT,3
2026/08/04,RG 1193 - My Etisalat & Notifications,1193,ECFC,3
2026/08/04,RG 1060 - DNS,1060,CISCO1,3
2026/08/04,RG 1192 - NTRA & Governmental,1192,ISCORE.CUST,2
2026/08/04,RG 1192 - NTRA & Governmental,1192,TAMWELY,2
2026/08/04,RG 1080 - VPN,1080,CISCO1,2
2026/08/04,RG 1192 - NTRA & Governmental,1192,EASTERNEGYPT.PUBLIC,2
2026/08/04,RG 1060 - DNS,1060,PEPSICO,2
2026/08/04,RG 1192 - NTRA & Governmental,1192,OPAY,1
2026/08/04,RG 1193 - My Etisalat & Notifications,1193,OPAY,1
2026/08/04,RG 1080 - VPN,1080,TMGNOORSM,1
2026/08/04,RG 1060 - DNS,1060,DG,1
2026/08/04,RG 1193 - My Etisalat & Notifications,1193,GO.ETISALAT,1
2026/08/04,RG 1060 - DNS,1060,PEPSICO2,1
2026/08/04,RG 1192 - NTRA & Governmental,1192,PEPSICO2,1
2026/08/04,RG 1202 - Speed test,1202,STATIC,1
2026/08/04,RG 1060 - DNS,1060,MACDONALD,1
2026/08/04,RG 1202 - Speed test,1202,ISCORE.CUST,1
2026/08/04,RG 1193 - My Etisalat & Notifications,1193,GEDIA,1
2026/08/04,RG 1060 - DNS,1060,EDS,1
2026/08/04,RG 1080 - VPN,1080,MOHP-ET,1
2026/08/04,RG 1193 - My Etisalat & Notifications,1193,ISCORE.CUST,1
2026/08/04,RG 1193 - My Etisalat & Notifications,1193,STATIC,1
2026/08/04,RG 1192 - NTRA & Governmental,1192,STATIC,1
2026/08/04,RG 1192 - NTRA & Governmental,1192,DG,1
2026/08/04,RG 1193 - My Etisalat & Notifications,1193,ETISALAT.DGW.TEST,1
2026/08/04,RG 1060 - DNS,1060,ELMENUS,1
